repeat,iteration,feature_selector,classification_model,best_model_n_features,selected_features,best_params,accuracy_train,precision_train,recall_train,f1_train,accuracy_test,precision_test,recall_test,f1_test,false_negative_test,false_positive_test
1,0,Logit,XGB,4,"Pattern_6341 (0.3546),Pattern_3681 (0.2602),Pattern_2264 (0.2099),Pattern_5030 (0.1753)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.3,classifier__max_depth:4,feature_selector__n_features:4",0.75,0.6451612903225806,0.4878048780487805,0.5555555555555556,0.5625,0.1666666666666666,0.1,0.125,"E36,MSK2162,UWM1207,MSK2384,GL122,MSK2389,MSK2191,GL29,MSK807","E69,E63,E33,E27,E52"
2,0,Logit,XGB,10,"Pattern_6199 (0.6906),Pattern_4728 (0.0945),Pattern_3919 (0.0552),Pattern_3004 (0.0516),Pattern_6233 (0.0432),Pattern_6253 (0.0242),Pattern_3911 (0.0165),Pattern_6257 (0.0094),Pattern_1296 (0.0080),Pattern_6231 (0.0069)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.1,classifier__max_depth:4,feature_selector__n_features:10",0.8203125,0.8214285714285714,0.5609756097560976,0.6666666666666667,0.53125,0.0,0.0,0.0,"E36,MSK2162,UWM1207,MSK2384,GL122,E7,MSK2389,MSK2191,GL29,MSK807","E27,E50,E9,MSK2413,MSK250"
3,0,Logit,XGB,8,"Pattern_4743 (0.2322),Pattern_4184 (0.1860),Pattern_5733 (0.1592),Pattern_5579 (0.1472),Pattern_5539 (0.1093),Pattern_4405 (0.0951),Pattern_3304 (0.0685),Pattern_4196 (0.0025)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.1,classifier__max_depth:2,feature_selector__n_features:8",0.75,0.8,0.2926829268292683,0.4285714285714285,0.5625,0.0,0.0,0.0,"E36,MSK2162,UWM1207,MSK2384,GL122,E7,MSK2389,MSK2191,GL29,MSK807","MSK2415,UWM1204,MSK2413,GL18"
1,1,Logit,XGB,10,"Pattern_6703 (0.1983),Pattern_5277 (0.1802),Pattern_2715 (0.1416),Pattern_4000 (0.1245),Pattern_2832 (0.1005),Pattern_5004 (0.0844),Pattern_1152 (0.0593),Pattern_6293 (0.0487),Pattern_1255 (0.0467),Pattern_5895 (0.0159)","classifier__colsample_bytree:0.75,classifier__learning_rate:0.1,classifier__max_depth:2,feature_selector__n_features:10",0.796875,0.8947368421052632,0.4146341463414634,0.5666666666666667,0.28125,0.0,0.0,0.0,"E34,FM14,E7,MSK810,E32,GL23,CDC343,UWM1199,MSK624,MSK2199","E70,E9,E20,E63,UWM1204,E1,E12,E62,E80,E40,E74,E37,E47"
2,1,Logit,XGB,10,"Pattern_1465 (0.4534),Pattern_2460 (0.1323),Pattern_735 (0.1169),Pattern_4301 (0.0843),Pattern_4522 (0.0773),Pattern_4334 (0.0359),Pattern_5702 (0.0303),Pattern_6250 (0.0285),Pattern_6246 (0.0217),Pattern_5169 (0.0196)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.1,classifier__max_depth:2,feature_selector__n_features:10",0.796875,0.7586206896551724,0.5365853658536586,0.6285714285714286,0.4375,0.1,0.1,0.1,"E34,FM14,MSK810,E32,GL23,CDC343,UWM1199,MSK624,MSK2199","E9,E20,E50,E78,MSK2415,UWM1204,E3,E12,E74"
3,1,Logit,XGB,6,"Pattern_1967 (0.3042),Pattern_1910 (0.2080),Pattern_2460 (0.1932),Pattern_3365 (0.1623),Pattern_6231 (0.0713),Pattern_3126 (0.0610)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.03,classifier__max_depth:4,feature_selector__n_features:6",0.796875,0.7142857142857143,0.6097560975609756,0.6578947368421052,0.59375,0.0,0.0,0.0,"E34,FM14,E7,MSK810,E32,GL23,CDC343,UWM1199,MSK624,MSK2199","MSK814,E78,E3"
1,2,Logit,XGB,6,"Pattern_4842 (0.3852),Pattern_5707 (0.1693),Pattern_6342 (0.1624),Pattern_6147 (0.1461),Pattern_6112 (0.0728),Pattern_3104 (0.0643)","classifier__colsample_bytree:0.75,classifier__learning_rate:0.03,classifier__max_depth:4,feature_selector__n_features:6",0.7734375,0.7727272727272727,0.4146341463414634,0.5396825396825397,0.71875,0.6,0.3,0.4,"UWM1199,MSK2448,MSK67,E38,E32,MSK2640,GL23","E65,E69"
2,2,Logit,XGB,2,"Pattern_6152 (0.6003),Pattern_4367 (0.3997)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:2",0.7265625,0.6875,0.2682926829268293,0.3859649122807017,0.59375,0.0,0.0,0.0,"UWM1199,MSK2448,MSK67,E38,MSK812,E32,MSK808,MSK2640,GL23,MSK2389","E12,E66,MSK2499"
3,2,Logit,XGB,6,"Pattern_5225 (0.4117),Pattern_4914 (0.2639),Pattern_4136 (0.1085),Pattern_4174 (0.0927),Pattern_4907 (0.0920),Pattern_3824 (0.0312)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.3,classifier__max_depth:4,feature_selector__n_features:6",0.7578125,0.8571428571428571,0.2926829268292683,0.4363636363636364,0.5625,0.0,0.0,0.0,"UWM1199,MSK2448,MSK67,E38,MSK812,E32,MSK808,MSK2640,GL23,MSK2389","E3,CDC340,MSK2499,E59"
1,3,Logit,XGB,6,"Pattern_2020 (0.4093),Pattern_2371 (0.2465),Pattern_1830 (0.0961),Pattern_5462 (0.0957),Pattern_1826 (0.0947),Pattern_3621 (0.0578)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.1,classifier__max_depth:4,feature_selector__n_features:6",0.7578125,0.6785714285714286,0.4634146341463415,0.5507246376811594,0.625,0.25,0.1,0.1428571428571428,"CDC344,MSK802,E38,MSK2191,MSK1394,GL23,MSK2448,UWM1207,MSK810","E53,E14,MSK2406"
2,3,Logit,XGB,10,"Pattern_5244 (0.1818),Pattern_4772 (0.1551),Pattern_5156 (0.1495),Pattern_1535 (0.1061),Pattern_4683 (0.0897),Pattern_6102 (0.0754),Pattern_5970 (0.0690),Pattern_4784 (0.0685),Pattern_4814 (0.0670),Pattern_4757 (0.0380)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.03,classifier__max_depth:2,feature_selector__n_features:10",0.8046875,0.8333333333333334,0.4878048780487805,0.6153846153846153,0.65625,0.3333333333333333,0.1,0.1538461538461538,"CDC344,MSK802,E38,MSK2191,MSK1394,MSK67,GL23,UWM1207,MSK810","UWM1204,E49"
3,3,Logit,XGB,10,"Pattern_4028 (0.5772),Pattern_5998 (0.0847),Pattern_4501 (0.0846),Pattern_4029 (0.0772),Pattern_4030 (0.0458),Pattern_4021 (0.0351),Pattern_5997 (0.0301),Pattern_4024 (0.0290),Pattern_4022 (0.0251),Pattern_1322 (0.0112)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:10",0.7734375,0.9285714285714286,0.3170731707317073,0.4727272727272727,0.6875,0.5,0.2,0.2857142857142857,"CDC344,MSK802,E38,MSK2191,MSK1394,MSK67,GL23,UWM1207","UWM1195,MSK2406"
1,4,Logit,XGB,8,"Pattern_1665 (0.7327),Pattern_6681 (0.0516),Pattern_3539 (0.0423),Pattern_2413 (0.0391),Pattern_1949 (0.0387),Pattern_6551 (0.0357),Pattern_5153 (0.0332),Pattern_6342 (0.0268)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.1,classifier__max_depth:4,feature_selector__n_features:8",0.8203125,0.8214285714285714,0.5609756097560976,0.6666666666666667,0.71875,0.6666666666666666,0.2,0.3076923076923076,"MSK808,MSK2448,CDC344,E7,UWM1199,MSK2094,MSK802,MSK795",E52
2,4,Logit,XGB,10,"Pattern_4673 (0.1912),Pattern_1847 (0.1878),Pattern_4266 (0.1627),Pattern_5884 (0.1310),Pattern_5190 (0.0681),Pattern_5706 (0.0656),Pattern_1689 (0.0648),Pattern_2812 (0.0516),Pattern_6072 (0.0432),Pattern_4377 (0.0340)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.1,classifier__max_depth:2,feature_selector__n_features:10",0.8125,0.8148148148148148,0.5365853658536586,0.6470588235294118,0.71875,0.6,0.3,0.4,"MSK2448,CDC344,E7,UWM1199,E38,E30,MSK2094","UWM1206,MSK2386"
3,4,Logit,XGB,8,"Pattern_4047 (0.3097),Pattern_4174 (0.2078),Pattern_5062 (0.1421),Pattern_5348 (0.1287),Pattern_4039 (0.0783),Pattern_3674 (0.0779),Pattern_1020 (0.0399),Pattern_5064 (0.0157)","classifier__colsample_bytree:0.75,classifier__learning_rate:0.1,classifier__max_depth:2,feature_selector__n_features:8",0.78125,0.76,0.4634146341463415,0.5757575757575758,0.625,0.3333333333333333,0.2,0.25,"MSK2448,CDC344,E7,UWM1199,E38,E30,MSK2094,MSK795","MSK811,E81,CDC340,MSK2425"
1,5,Logit,XGB,10,"Pattern_5776 (0.5788),Pattern_6561 (0.1035),Pattern_2170 (0.0602),Pattern_2765 (0.0579),Pattern_3400 (0.0561),Pattern_3355 (0.0498),Pattern_6083 (0.0336),Pattern_6019 (0.0282),Pattern_2548 (0.0231),Pattern_1658 (0.0088)","classifier__colsample_bytree:0.75,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:10",0.890625,0.8461538461538461,0.8048780487804879,0.8250000000000001,0.6875,0.5,0.3,0.3749999999999999,"E32,MSK314,GL29,MSK1119,UWM1199,E67,MSK795","MSK2422,MSK844,MSK2386"
2,5,Logit,XGB,8,"Pattern_5990 (0.4037),Pattern_1658 (0.1591),Pattern_2765 (0.1067),Pattern_5119 (0.0882),Pattern_6771 (0.0738),Pattern_943 (0.0714),Pattern_5122 (0.0625),Pattern_4062 (0.0346)","classifier__colsample_bytree:0.75,classifier__learning_rate:0.1,classifier__max_depth:2,feature_selector__n_features:8",0.78125,0.7407407407407407,0.4878048780487805,0.588235294117647,0.5,0.0,0.0,0.0,"E32,MSK314,UWM1207,GL29,MSK1119,UWM1199,E67,GL105,MSK795,MSK2387","E71,E40,E11,MSK2422,E51,E33"
3,5,Logit,XGB,2,"Pattern_4785 (0.5491),Pattern_3061 (0.4509)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:2",0.6953125,0.5416666666666666,0.3170731707317073,0.3999999999999999,0.46875,0.0,0.0,0.0,"E32,MSK314,UWM1207,GL29,MSK1119,UWM1199,E67,GL105,MSK795,MSK2387","E66,E71,UWM1195,E25,CDC342,MSK809,E4"
1,6,Logit,XGB,6,"Pattern_1629 (0.4894),Pattern_6263 (0.1950),Pattern_3175 (0.1373),Pattern_3144 (0.1309),Pattern_1615 (0.0475),Pattern_2724 (0.0000)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:6",0.75,0.6666666666666666,0.4390243902439024,0.5294117647058824,0.78125,0.7142857142857143,0.5,0.588235294117647,"MSK807,UWM1207,E36,E5,E34","MSK850,UWM1206"
2,6,Logit,XGB,8,"Pattern_3926 (0.3288),Pattern_5250 (0.2508),Pattern_1855 (0.2110),Pattern_605 (0.1999),Pattern_1752 (0.0057),Pattern_2584 (0.0024),Pattern_3426 (0.0013),Pattern_1522 (0.0001)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:8",0.7890625,0.7692307692307693,0.4878048780487805,0.5970149253731344,0.625,0.0,0.0,0.0,"E67,MSK807,UWM1207,E36,E5,MSK2640,GL29,MSK812,E34,MSK803","MSK1882,MSK925"
3,6,Logit,XGB,10,"Pattern_4212 (0.3904),Pattern_4540 (0.1291),Pattern_6609 (0.0991),Pattern_4123 (0.0929),Pattern_4711 (0.0770),Pattern_5529 (0.0681),Pattern_5343 (0.0681),Pattern_3699 (0.0341),Pattern_3698 (0.0289),Pattern_4959 (0.0124)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.03,classifier__max_depth:2,feature_selector__n_features:10",0.765625,0.9230769230769232,0.2926829268292683,0.4444444444444444,0.71875,1.0,0.1,0.1818181818181818,"E67,UWM1207,E36,E5,MSK2640,GL29,MSK812,E34,MSK803",
1,7,Logit,XGB,10,"Pattern_2537 (0.3671),Pattern_1950 (0.2840),Pattern_1492 (0.1560),Pattern_3365 (0.1060),Pattern_5956 (0.0193),Pattern_4122 (0.0181),Pattern_4003 (0.0155),Pattern_5650 (0.0131),Pattern_6260 (0.0129),Pattern_3072 (0.0080)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.1,classifier__max_depth:2,feature_selector__n_features:10",0.796875,0.7142857142857143,0.6097560975609756,0.6578947368421052,0.5625,0.3,0.3,0.3,"MSK1394,E5,MSK2191,FM14,MSK2387,MSK2162,GL105","E68,MSK2124,MSK815,E23,GL16,E37,E64"
2,7,Logit,XGB,6,"Pattern_2105 (0.6624),Pattern_1465 (0.2209),Pattern_4297 (0.0446),Pattern_2371 (0.0386),Pattern_6250 (0.0187),Pattern_5242 (0.0148)","classifier__colsample_bytree:0.75,classifier__learning_rate:0.1,classifier__max_depth:4,feature_selector__n_features:6",0.7734375,0.8333333333333334,0.3658536585365853,0.5084745762711864,0.46875,0.0,0.0,0.0,"CDC343,MSK1394,E5,MSK2191,MSK490,E67,FM14,MSK2387,MSK2162,GL105","MSK809,MSK815,E23,E25,MSK247,UWM1204,MSK2499"
3,7,Logit,XGB,6,"Pattern_5711 (0.6044),Pattern_3577 (0.1310),Pattern_2311 (0.0977),Pattern_3553 (0.0597),Pattern_2724 (0.0575),Pattern_1629 (0.0498)","classifier__colsample_bytree:0.75,classifier__learning_rate:0.1,classifier__max_depth:2,feature_selector__n_features:6",0.765625,0.7391304347826086,0.4146341463414634,0.53125,0.71875,0.5555555555555556,0.5,0.5263157894736842,"CDC343,MSK2191,MSK490,FM14,GL105","E11,MSK1666,E62,MSK800"
1,8,Logit,XGB,10,"Pattern_5974 (0.2916),Pattern_5467 (0.2356),Pattern_3863 (0.2309),Pattern_6574 (0.2200),Pattern_6582 (0.0079),Pattern_788 (0.0044),Pattern_3864 (0.0034),Pattern_4087 (0.0031),Pattern_2803 (0.0030),Pattern_1686 (0.0000)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.1,classifier__max_depth:6,feature_selector__n_features:10",0.7734375,0.75,0.4390243902439024,0.5538461538461539,0.5625,0.1666666666666666,0.1,0.125,"MSK2107,GL122,MSK490,UWM1199,MSK795,MSK2161,E34,E5,MSK2649","CDC336,E56,MSK804,E60,E10"
2,8,Logit,XGB,10,"Pattern_6627 (0.3249),Pattern_2456 (0.1400),Pattern_4039 (0.1150),Pattern_4873 (0.1119),Pattern_3067 (0.0789),Pattern_2752 (0.0698),Pattern_2650 (0.0582),Pattern_5174 (0.0575),Pattern_5167 (0.0438),Pattern_1648 (0.0000)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.03,classifier__max_depth:2,feature_selector__n_features:10",0.828125,0.8518518518518519,0.5609756097560976,0.6764705882352942,0.46875,0.0,0.0,0.0,"MSK2107,GL122,MSK490,UWM1199,MSK795,MSK2161,E34,E5,MSK1394,MSK2649","E40,E78,E73,MSK848,E22,E35,MSK804"
3,8,Logit,XGB,8,"Pattern_4323 (0.5323),Pattern_4788 (0.1267),Pattern_4242 (0.1176),Pattern_4881 (0.0916),Pattern_4283 (0.0530),Pattern_5986 (0.0295),Pattern_868 (0.0270),Pattern_3920 (0.0223)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.03,classifier__max_depth:2,feature_selector__n_features:8",0.7890625,0.9375,0.3658536585365853,0.5263157894736842,0.6875,0.5,0.1,0.1666666666666666,"MSK2107,GL122,MSK490,UWM1199,MSK795,MSK2161,E5,MSK1394,MSK2649",E78
1,9,Logit,XGB,10,"Pattern_4843 (0.1972),Pattern_5995 (0.1464),Pattern_3919 (0.1236),Pattern_2905 (0.1088),Pattern_1451 (0.1082),Pattern_4944 (0.0949),Pattern_2484 (0.0748),Pattern_997 (0.0517),Pattern_895 (0.0493),Pattern_5939 (0.0452)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.03,classifier__max_depth:4,feature_selector__n_features:10",0.828125,0.7878787878787878,0.6341463414634146,0.7027027027027027,0.53125,0.0,0.0,0.0,"MSK2161,GL105,MSK490,CDC343,MSK67,MSK2162,GL29,MSK1119,MSK1394,MSK799","E53,E39,E70,E15,E59"
2,9,Logit,XGB,8,"Pattern_5151 (0.4503),Pattern_6457 (0.1861),Pattern_3870 (0.1408),Pattern_3944 (0.0795),Pattern_5153 (0.0644),Pattern_1223 (0.0554),Pattern_1058 (0.0236),Pattern_1311 (0.0000)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.03,classifier__max_depth:4,feature_selector__n_features:8",0.765625,0.6896551724137931,0.4878048780487805,0.5714285714285714,0.53125,0.0,0.0,0.0,"MSK2161,GL105,MSK490,CDC343,MSK67,MSK2162,GL29,MSK1119,MSK1394,MSK799","E70,E66,E33,E62,E74"
3,9,Logit,XGB,10,"Pattern_1600 (0.8166),Pattern_6384 (0.0585),Pattern_1980 (0.0319),Pattern_4720 (0.0213),Pattern_3291 (0.0197),Pattern_6306 (0.0150),Pattern_711 (0.0128),Pattern_6253 (0.0107),Pattern_6734 (0.0091),Pattern_3940 (0.0044)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:6,feature_selector__n_features:10",0.84375,0.92,0.5609756097560976,0.6969696969696971,0.625,0.375,0.3,0.3333333333333332,"GL105,CDC343,MSK67,MSK2162,GL29,MSK1119,MSK799","MSK247,E15,MSK250,E74,E59"
1,10,Logit,XGB,10,"Pattern_3318 (0.4326),Pattern_5809 (0.4090),Pattern_735 (0.0353),Pattern_6033 (0.0329),Pattern_6713 (0.0302),Pattern_5820 (0.0141),Pattern_1497 (0.0126),Pattern_4881 (0.0121),Pattern_4720 (0.0109),Pattern_4334 (0.0103)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.1,classifier__max_depth:4,feature_selector__n_features:10",0.78125,0.8095238095238095,0.4146341463414634,0.5483870967741935,0.6875,0.5,0.2,0.2857142857142857,"E54,MSK2191,GL29,MSK2057,GL122,FM14,MSK812,MSK2448","MSK1258,MSK2415"
2,10,Logit,XGB,10,"Pattern_1600 (0.4437),Pattern_1545 (0.3416),Pattern_3239 (0.1434),Pattern_2058 (0.0252),Pattern_2638 (0.0112),Pattern_4287 (0.0103),Pattern_1934 (0.0103),Pattern_2605 (0.0078),Pattern_4738 (0.0042),Pattern_1550 (0.0023)","classifier__colsample_bytree:0.75,classifier__learning_rate:0.3,classifier__max_depth:4,feature_selector__n_features:10",0.8203125,0.9090909090909092,0.4878048780487805,0.6349206349206349,0.5,0.2,0.2,0.2,"E54,MSK2191,GL29,MSK2057,FM14,MSK624,MSK812,MSK2448","UWM1204,E70,MSK1258,MSK846,MSK2415,E15,E23,MSK850"
3,10,Logit,XGB,2,"Pattern_5688 (0.7760),Pattern_2263 (0.2240)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:2",0.765625,0.7619047619047619,0.3902439024390244,0.5161290322580646,0.53125,0.0,0.0,0.0,"E54,MSK2191,GL29,MSK2057,GL122,FM14,MSK806,MSK624,MSK812,MSK2448","E44,UWM1196,E15,E11,E23"
1,11,Logit,XGB,10,"Pattern_3143 (0.2767),Pattern_4550 (0.2379),Pattern_2996 (0.1108),Pattern_6195 (0.1005),Pattern_5190 (0.0576),Pattern_6612 (0.0547),Pattern_2744 (0.0537),Pattern_4029 (0.0405),Pattern_4033 (0.0383),Pattern_2710 (0.0293)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:10",0.8515625,0.7894736842105263,0.7317073170731707,0.7594936708860759,0.5,0.125,0.1,0.1111111111111111,"GL23,E30,MSK807,E67,E34,MSK490,FM14,E54,MSK2387","E63,E39,E59,UWM1196,E53,E48,E27"
2,11,Logit,XGB,6,"Pattern_2416 (0.4593),Pattern_6515 (0.2137),Pattern_3905 (0.1475),Pattern_3842 (0.0883),Pattern_6420 (0.0685),Pattern_5706 (0.0225)","classifier__colsample_bytree:0.75,classifier__learning_rate:0.03,classifier__max_depth:4,feature_selector__n_features:6",0.7578125,0.7272727272727273,0.3902439024390244,0.5079365079365079,0.71875,0.6666666666666666,0.2,0.3076923076923076,"GL23,E30,E67,MSK490,FM14,E54,MSK2057,MSK2387",E11
3,11,Logit,XGB,8,"Pattern_2931 (0.2676),Pattern_4029 (0.1612),Pattern_6617 (0.1181),Pattern_2563 (0.1006),Pattern_3982 (0.0973),Pattern_5150 (0.0889),Pattern_4289 (0.0883),Pattern_1676 (0.0781)","classifier__colsample_bytree:0.75,classifier__learning_rate:0.03,classifier__max_depth:4,feature_selector__n_features:8",0.796875,0.8,0.4878048780487805,0.6060606060606061,0.625,0.25,0.1,0.1428571428571428,"GL23,E30,MSK807,E67,E34,FM14,E54,MSK2057,MSK2387","E41,UWM1204,E59"
1,12,Logit,XGB,10,"Pattern_4364 (0.3528),Pattern_6714 (0.1847),Pattern_1134 (0.1450),Pattern_1872 (0.1043),Pattern_1808 (0.0680),Pattern_4368 (0.0611),Pattern_1157 (0.0405),Pattern_1158 (0.0249),Pattern_4361 (0.0186),Pattern_4362 (0.0000)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.3,classifier__max_depth:4,feature_selector__n_features:10",0.8046875,0.7105263157894737,0.6585365853658537,0.6835443037974684,0.59375,0.4,0.6,0.48,"E36,MSK2107,UWM1207,MSK2094","MSK844,E56,UWM1208,MSK846,MSK1882,E50,E79,GL28,E72"
2,12,Logit,XGB,10,"Pattern_4330 (0.7535),Pattern_4325 (0.1673),Pattern_1159 (0.0170),Pattern_2870 (0.0117),Pattern_1158 (0.0114),Pattern_1175 (0.0110),Pattern_1179 (0.0089),Pattern_1181 (0.0067),Pattern_4366 (0.0066),Pattern_4370 (0.0059)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:4,feature_selector__n_features:10",0.75,0.8,0.2926829268292683,0.4285714285714285,0.75,0.75,0.3,0.4285714285714285,"E36,GL105,GL29,MSK2199,UWM1207,MSK803,MSK808",UWM1208
3,12,Logit,XGB,10,"Pattern_4150 (0.2514),Pattern_4719 (0.1444),Pattern_4815 (0.1384),Pattern_4062 (0.1111),Pattern_2563 (0.0928),Pattern_4720 (0.0896),Pattern_4724 (0.0861),Pattern_4722 (0.0477),Pattern_839 (0.0217),Pattern_4718 (0.0170)","classifier__colsample_bytree:0.75,classifier__learning_rate:0.03,classifier__max_depth:4,feature_selector__n_features:10",0.75,0.6551724137931034,0.4634146341463415,0.5428571428571429,0.625,0.4,0.4,0.4000000000000001,"E36,GL29,MSK803,MSK2094,MSK795,MSK808","E33,UWM1208,MSK846,MSK1882,GL28,E72"
1,13,Logit,XGB,10,"Pattern_943 (0.2366),Pattern_4630 (0.1782),Pattern_1134 (0.1691),Pattern_5344 (0.1539),Pattern_4142 (0.0815),Pattern_4809 (0.0468),Pattern_6714 (0.0441),Pattern_4214 (0.0368),Pattern_4104 (0.0299),Pattern_3776 (0.0231)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.1,classifier__max_depth:2,feature_selector__n_features:10",0.78125,0.8095238095238095,0.4146341463414634,0.5483870967741935,0.625,0.25,0.1,0.1428571428571428,"MSK808,MSK802,MSK799,GL23,MSK624,MSK67,E36,MSK314,UWM1199","E44,E22,E47"
2,13,Logit,XGB,8,"Pattern_4193 (0.1966),Pattern_4710 (0.1860),Pattern_6172 (0.1764),Pattern_4042 (0.1363),Pattern_6738 (0.0873),Pattern_1675 (0.0835),Pattern_4031 (0.0764),Pattern_3877 (0.0576)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.03,classifier__max_depth:4,feature_selector__n_features:8",0.78125,0.8421052631578947,0.3902439024390244,0.5333333333333333,0.65625,0.4,0.2,0.2666666666666666,"MSK802,MSK799,GL23,MSK624,MSK67,E36,E54,MSK314","CDC339,MSK2413,E15"
3,13,Logit,XGB,10,"Pattern_4896 (0.2237),Pattern_5369 (0.1821),Pattern_6734 (0.1462),Pattern_6219 (0.1331),Pattern_6617 (0.1235),Pattern_6000 (0.0610),Pattern_5513 (0.0504),Pattern_4354 (0.0464),Pattern_4665 (0.0224),Pattern_5330 (0.0112)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.1,classifier__max_depth:2,feature_selector__n_features:10",0.8125,0.7931034482758621,0.5609756097560976,0.6571428571428573,0.78125,0.6666666666666666,0.6,0.631578947368421,"GL23,MSK624,E36,MSK314","MSK813,CDC339,MSK800"
1,14,Logit,XGB,10,"Pattern_5891 (0.5103),Pattern_5936 (0.1939),Pattern_2803 (0.1570),Pattern_4325 (0.0506),Pattern_6290 (0.0413),Pattern_6529 (0.0227),Pattern_1157 (0.0131),Pattern_3011 (0.0112),Pattern_6296 (0.0000),Pattern_1686 (0.0000)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.1,classifier__max_depth:6,feature_selector__n_features:10",0.8125,0.8695652173913043,0.4878048780487805,0.625,0.65625,0.4285714285714285,0.3,0.3529411764705882,"FM14,MSK1119,CDC343,MSK2057,E5,E30,MSK2107","E47,E44,GL16,GL18"
2,14,Logit,XGB,6,"Pattern_4002 (0.4735),Pattern_1590 (0.2230),Pattern_2724 (0.1093),Pattern_4010 (0.0709),Pattern_4050 (0.0667),Pattern_2311 (0.0566)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.03,classifier__max_depth:2,feature_selector__n_features:6",0.7734375,0.875,0.3414634146341463,0.4912280701754386,0.75,0.75,0.3,0.4285714285714285,"FM14,MSK1119,CDC343,MSK2057,E5,MSK799,E30",E62
3,14,Logit,XGB,2,"Pattern_5184 (0.6169),Pattern_5187 (0.3831)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:2",0.6875,0.5161290322580645,0.3902439024390244,0.4444444444444444,0.53125,0.2222222222222222,0.2,0.2105263157894737,"MSK1119,CDC343,MSK490,MSK2057,E5,MSK812,MSK799,MSK2107","E48,UWM1208,GL28,MSK848,CDC337,CDC338,E50"
1,15,Logit,XGB,10,"Pattern_6098 (0.5242),Pattern_4747 (0.3044),Pattern_4785 (0.0296),Pattern_5504 (0.0258),Pattern_2413 (0.0253),Pattern_1738 (0.0211),Pattern_2454 (0.0203),Pattern_1212 (0.0191),Pattern_2098 (0.0176),Pattern_5244 (0.0126)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.1,classifier__max_depth:2,feature_selector__n_features:10",0.78125,0.8421052631578947,0.3902439024390244,0.5333333333333333,0.5,0.125,0.1,0.1111111111111111,"MSK1762,MSK810,E34,MSK624,GL29,MSK2387,MSK795,MSK808,E36","GL18,E6,E73,MSK846,MSK1286,E52,E9"
2,15,Logit,XGB,10,"Pattern_3979 (0.2814),Pattern_6201 (0.1759),Pattern_5815 (0.0985),Pattern_6087 (0.0937),Pattern_5190 (0.0831),Pattern_1948 (0.0761),Pattern_2408 (0.0598),Pattern_4803 (0.0541),Pattern_1623 (0.0505),Pattern_6086 (0.0269)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.03,classifier__max_depth:2,feature_selector__n_features:10",0.8046875,0.8076923076923077,0.5121951219512195,0.6268656716417911,0.5625,0.0,0.0,0.0,"MSK1762,MSK810,E34,MSK624,GL29,MSK2387,MSK795,E5,MSK808,E36","CDC337,UWM1197,E81,E64"
3,15,Logit,XGB,2,"Pattern_3648 (0.5566),Pattern_6771 (0.4434)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:2",0.7265625,0.75,0.2195121951219512,0.339622641509434,0.625,0.0,0.0,0.0,"MSK1762,MSK810,E34,MSK624,GL29,MSK2387,MSK795,E5,MSK808,E36","E64,E9"
